Date,Flight number,From,To,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id
2019/11/15,KY8370,Bangkok / Suvarnabhumi (BKK/VTBS),Kunming / Kunming Changshui International Airport (KMG/ZPPP),12:30:00,15:40:00,2:10:00,Kunming Airlines (KY/KNA),Boeing 737-700 (B737),,,0,0,0,7,331,1457,1979,230
2019/11/16,KY8370,Bangkok / Suvarnabhumi (BKK/VTBS),Kunming / Kunming Changshui International Airport (KMG/ZPPP),12:30:00,15:50:00,2:20:00,Linhas Aereas de Air Sao Tome And Principe (KY/EQL),Boeing 737-700 (B737),,,0,0,0,5,331,1457,269,230
2020/2/11,LH728,Frankfurt am Main / Frankfurt (FRA/EDDF),Shanghai / Pudong (PVG/ZSPD),17:10:00,9:55:00,10:45:00,Lufthansa (LH/DLH),Boeing 747-8 (B748),,,0,0,0,1,919,3653,239,2104
2020/2/12,LH728,Frankfurt am Main / Frankfurt (FRA/EDDF),Shanghai / Pudong (PVG/ZSPD),17:10:00,9:55:00,10:45:00,Lufthansa (LH/DLH),Boeing 747-8 (B748),,,0,0,0,3,919,3653,239,2104
2020/5/1,LH780,Frankfurt am Main / Frankfurt (FRA/EDDF),Nanjing / Nanjing (NKG/ZSNJ),18:40:00,11:05:00,10:25:00,Lufthansa (LH/DLH),Airbus A340-300 (A343),,,0,0,0,7 (748->343),919,2066,239,34
2019/12/21,LJ171,Jeju / Jeju International (CJU/RKPC),Xian / Xianyang (XIY/ZLXY),8:35:00,11:30:00,3:55:00,Sierra National Airlines (LJ/SLA),Boeing 737-800 (B738),,,0,0,0,4,565,3280,712,231
2019/12/21,LJ171,Jeju / Jeju International (CJU/RKPC),Xian / Xianyang (XIY/ZLXY),9:30:00,11:30:00,3:00:00,Sierra National Airlines (LJ/SLA),Boeing 737-800 (B738),,,0,0,0,6,565,3280,712,231
2020/1/11,LO93,Warsaw / Chopin (Okecie) (WAW/EPWA),Tianjin / Binhai (TSN/ZBTJ),17:15:00,9:00:00,9:45:00,LOT (LO/LOT),Boeing 787-9 (B789),,,0,0,0,3,3142,3023,483,2088
2019/12/12,LQ884,Phnom Penh / Pochentong (PNH/VDPP),Xian / Xianyang (XIY/ZLXY),9:05:00,14:35:00,4:30:00,Lebanese Air Transport (LQ/LAQ),Airbus A321 (A321),,,0,0,0,1,2362,3280,460,28
2019/12/11,LQ908,Phnom Penh / Pochentong (PNH/VDPP),Guangzhou / Canton-Baiyun (CAN/ZGGG),21:45:00,1:40:00,2:55:00,Lebanese Air Transport (LQ/LAQ),Airbus A321-200 (A321),,,0,0,0,5,2362,478,460,2076
2020/2/11,LX188,Zurich / Kloten (ZRH/LSZH),Shanghai / Pudong (PVG/ZSPD),10:45:00,4:45:00,12:00:00,Swiss International Airlines (LX/SWR),Boeing 777-300ER (B77W),,,0,0,0,7,3548,3653,741,2023
2019/8/1,MF802,Sydney / Kingsford Smith (SYD/YSSY),Xiamen / Gaoqi (XMN/ZSAM),11:15:00,18:55:00,9:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,2834,3285,215,2088
2019/8/2,MF802,Sydney / Kingsford Smith (SYD/YSSY),Xiamen / Gaoqi (XMN/ZSAM),11:15:00,18:55:00,9:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,7,2834,3285,215,2088
2020/4/1,MF806,Vancouver / Vancouver (YVR/CYVR),Xiamen / Gaoqi (XMN/ZSAM),1:20:00,5:10:00,12:50:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,3466,3285,215,2088
2020/4/2,MF806,Vancouver / Vancouver (YVR/CYVR),Xiamen / Gaoqi (XMN/ZSAM),1:20:00,5:10:00,12:50:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,3466,3285,215,2088
2020/4/11,MF810,Tokyo / Narita (NRT/RJAA),Fuzhou / Fuzhou (FOC/ZSFZ),15:30:00,17:50:00,3:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,2105,909,215,2088
2020/4/12,MF810,Tokyo / Narita (NRT/RJAA),Fuzhou / Fuzhou (FOC/ZSFZ),15:30:00,17:50:00,3:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,5,2105,909,215,2088
2020/4/1,MF812,Amsterdam / Schiphol (AMS/EHAM),Xiamen / Gaoqi (XMN/ZSAM),21:10:00,13:50:00,10:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,122,3285,215,2088
2020/4/2,MF812,Amsterdam / Schiphol (AMS/EHAM),Xiamen / Gaoqi (XMN/ZSAM),21:10:00,13:50:00,10:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,6,122,3285,215,2088
2020/4/1,MF816,Tokyo / Narita (NRT/RJAA),Xiamen / Gaoqi (XMN/ZSAM),15:35:00,18:40:00,4:05:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,2,2105,3285,215,2088
2019/11/21,MF820,Manila / Ninoy Aquino International (MNL/RPLL),Xiamen / Gaoqi (XMN/ZSAM),17:30:00,19:55:00,2:25:00,Xiamen Airlines (MF/CXA),Boeing 737-800 (B738),,,0,0,0,5,1898,3285,215,231
2020/4/1,MF830,Los Angeles / Los Angeles International (LAX/KLAX),Xiamen / Gaoqi (XMN/ZSAM),22:10:00,5:10:00,14:15:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,,1559,3285,215,2088
2020/4/2,MF830,Los Angeles / Los Angeles International (LAX/KLAX),Xiamen / Gaoqi (XMN/ZSAM),22:10:00,5:10:00,14:15:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,,1559,3285,215,2088
2019/11/11,MF834,Bangkok / Suvarnabhumi (BKK/VTBS),Xiamen / Gaoqi (XMN/ZSAM),12:55:00,17:10:00,3:15:00,Xiamen Airlines (MF/CXA),Boeing 737-800 (B738),,,0,0,0,1,331,3285,215,231
2020/4/1,MF848,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Xiamen / Gaoqi (XMN/ZSAM),15:40:00,20:00:00,4:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,5,1527,3285,215,2088
2019/11/1,MF852,Singapore / Changi (SIN/WSSS),Xiamen / Gaoqi (XMN/ZSAM),15:10:00,19:30:00,4:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,2672,3285,215,2088
2019/11/21,MF856,Jakarta / Soekarno Hatta (CGK/WIII),Fuzhou / Fuzhou (FOC/ZSFZ),12:50:00,19:10:00,5:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,534,909,215,2088
2019/12/1,MF8692,Phnom Penh / Pochentong (PNH/VDPP),Xiamen / Gaoqi (XMN/ZSAM),12:15:00,16:10:00,2:55:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,2362,3285,215,2088
2020/4/1,MF872,Seoul / Incheon (ICN/RKSI),Xiamen / Gaoqi (XMN/ZSAM),13:45:00,15:45:00,3:00:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,3602,3285,215,2088
2020/4/2,MF872,Seoul / Incheon (ICN/RKSI),Xiamen / Gaoqi (XMN/ZSAM),13:45:00,15:50:00,3:05:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,6,3602,3285,215,2088
2020/3/10,MH376,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Guangzhou / Canton-Baiyun (CAN/ZGGG),9:00:00,13:15:00,4:15:00,Malaysia Airlines (MH/MAS),Airbus A330-200 (A332),,,0,0,0,1,1527,478,507,30
2019/11/5,MI972,Singapore / Changi (SIN/WSSS),Chongqing / Chongqing (CKG/ZUCK),7:00:00,11:35:00,4:35:00,SilkAir (MI/SLK),Boeing 737-800 (B738),,,0,0,0,1,2672,566,713,231
2020/5/11,MS953,Cairo / Cairo (CAI/HECA),Hangzhou / Xiaoshan (HGH/ZSHC),23:00:00,15:40:00,10:40:00,Egyptair (MS/MSR),Boeing 787-9 (B789),,,0,0,0,2,475,1121,536,2088
2020/3/10,MS958,Cairo / Cairo (CAI/HECA),Guangzhou / Canton-Baiyun (CAN/ZGGG),21:55:00,14:03:00,10:08:00,Egyptair (MS/MSR),Boeing 777-300ER (B77W),,,0,0,0,4,475,478,536,2023
2019/12/21,MU2032,Yangon / Mingaladon (RGN/VYYY),Kunming / Kunming Changshui International Airport (KMG/ZPPP),18:10:00,21:55:00,1:45:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,3,2513,1457,178,231
2019/12/22,MU2032,Yangon / Mingaladon (RGN/VYYY),Kunming / Kunming Changshui International Airport (KMG/ZPPP),17:10:00,20:50:00,1:40:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,7,2513,1457,178,231
2019/12/21,MU2036,Dhaka / Zia (DAC/VGZR),Kunming / Kunming Changshui International Airport (KMG/ZPPP),15:30:00,19:40:00,2:10:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,1,670,1457,178,231
2020/2/1,MU208,Toronto / Pearson (YYZ/CYYZ),Shanghai / Pudong (PVG/ZSPD),16:25:00,18:55:00,14:30:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,,3500,3653,178,247
2019/11/21,MU212,Manila / Ninoy Aquino International (MNL/RPLL),Shanghai / Pudong (PVG/ZSPD),4:30:00,8:20:00,3:50:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,3,1898,3653,178,31
2020/5/1,MU216,Vancouver / Vancouver (YVR/CYVR),Nanjing / Nanjing (NKG/ZSNJ),11:00:00,14:30:00,12:30:00,China Eastern Airlines (MU/CES),Airbus A350-900 (A359),,,0,0,0,2,3466,2066,178,2110
2020/2/1,MU220,Frankfurt am Main / Frankfurt (FRA/EDDF),Shanghai / Pudong (PVG/ZSPD),14:30:00,7:15:00,10:45:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,2,919,3653,178,247
2019/12/21,MU232,Colombo / Bandaranaike (CMB/VCBI),Shanghai / Pudong (PVG/ZSPD),21:20:00,6:55:00,6:35:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,5,577,3653,178,31
2019/12/21,MU2574,Vientiane / Wattay (VTE/VLVT),Kunming / Kunming Changshui International Airport (KMG/ZPPP),16:25:00,19:10:00,1:45:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,2,3244,1457,178,231
2019/12/22,MU2574,Vientiane / Wattay (VTE/VLVT),Kunming / Kunming Changshui International Airport (KMG/ZPPP),16:25:00,19:10:00,1:45:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,5,3244,1457,178,231
2019/12/1,MU2600,Phnom Penh / Pochentong (PNH/VDPP),Kunming / Kunming Changshui International Airport (KMG/ZPPP),13:50:00,17:00:00,2:10:00,China Eastern Airlines (MU/CES),Boeing 737-800 (B738),,,0,0,0,3,2362,1457,178,231
2020/5/5,MU2990,Seoul / Incheon (ICN/RKSI),Wuxi / Shuofang (WUX/ZSWX),12:15:00,13:25:00,2:10:00,China Eastern Airlines (MU/CES),Airbus A321-200 (A321),,,0,0,0,4,3602,4694,178,2076
2020/2/1,MU5042,Seoul / Incheon (ICN/RKSI),Shanghai / Pudong (PVG/ZSPD),12:55:00,13:45:00,1:50:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,5,3602,3653,178,31
2020/2/1,MU524,Tokyo / Narita (NRT/RJAA),Shanghai / Pudong (PVG/ZSPD),15:40:00,17:50:00,3:10:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,,2105,3653,178,247
2019/11/11,MU542,Bangkok / Suvarnabhumi (BKK/VTBS),Shanghai / Pudong (PVG/ZSPD),13:05:00,18:20:00,4:15:00,China Eastern Airlines (MU/CES),Airbus A320-200 (A320),,,0,0,0,7,331,3653,178,2059
2020/2/1,MU552,London / Heathrow (LHR/EGLL),Shanghai / Pudong (PVG/ZSPD),21:20:00,15:40:00,11:20:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,,1618,3653,178,247
2019/8/1,MU562,Sydney / Kingsford Smith (SYD/YSSY),Shanghai / Pudong (PVG/ZSPD),11:00:00,19:20:00,10:20:00,China Eastern Airlines (MU/CES),Boeing 777-300ER (B77W),,,0,0,0,3,2834,3653,178,2023
2019/9/1,MU564,Delhi / Indira Gandhi (DEL/VIDP),Shanghai / Pudong (PVG/ZSPD),2:40:00,11:20:00,5:40:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,5,689,3653,178,31
2019/11/1,MU568,Singapore / Changi (SIN/WSSS),Shanghai / Pudong (PVG/ZSPD),16:35:00,21:50:00,5:15:00,China Eastern Airlines (MU/CES),Boeing 787-9 (B789),,,0,0,0,4,2672,3653,178,2088
2020/2/1,MU570,Paris / Charles de Gaulle (CDG/LFPG),Shanghai / Pudong (PVG/ZSPD),21:20:00,14:40:00,11:20:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,,509,3653,178,247
2020/2/1,MU588,New York / John F Kennedy (JFK/KJFK),Shanghai / Pudong (PVG/ZSPD),16:25:00,19:25:00,15:00:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,3,1328,3653,178,247
2020/2/2,MU588,New York / John F Kennedy (JFK/KJFK),Shanghai / Pudong (PVG/ZSPD),16:25:00,19:46:00,15:21:00,China Eastern Airlines (MU/CES),Boeing 777-300ER (B77W),,,0,0,0,,1328,3653,178,2023
2020/6/5,MU594,Tokyo / Narita (NRT/RJAA),Xian / Xianyang (XIY/ZLXY),14:55:00,19:10:00,5:15:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,2,2105,3280,178,31
2019/8/2,MU712,Sydney / Kingsford Smith (SYD/YSSY),Hangzhou / Xiaoshan (HGH/ZSHC),11:20:00,19:55:00,10:35:00,China Eastern Airlines (MU/CES),Airbus A350-900 (A359),,,0,0,0,5,2834,1121,178,2110
2019/12/1,MU760,Phnom Penh / Pochentong (PNH/VDPP),Shanghai / Pudong (PVG/ZSPD),0:25:00,5:25:00,4:00:00,China Eastern Airlines (MU/CES),Airbus A330-300 (A333),,,0,0,0,3,2362,3653,178,31
2020/2/1,MU772,Amsterdam / Schiphol (AMS/EHAM),Shanghai / Pudong (PVG/ZSPD),12:35:00,5:55:00,11:20:00,China Eastern Airlines (MU/CES),Boeing 777-300 (B773),,,0,0,0,7,122,3653,178,247
2019/8/11,MU780,Auckland / Mangere (AKL/NZAA),Shanghai / Pudong (PVG/ZSPD),21:00:00,5:55:00,12:55:00,China Eastern Airlines (MU/CES),Boeing 787-9 (B789),,,0,0,0,3,93,3653,178,2088
2020/2/11,NH919,Tokyo / Narita (NRT/RJAA),Shanghai / Pudong (PVG/ZSPD),9:30:00,11:40:00,3:10:00,All Nippon Airways (NH/ANA),Boeing Boeing 787-10 (B78X),,,0,0,0,7,2105,3653,64,2138
2020/7/11,NH927,Tokyo / Narita (NRT/RJAA),Qingdao / Liuting (TAO/ZSQD),9:55:00,12:30:00,3:35:00,All Nippon Airways (NH/ANA),Boeing 787-8 (B788),,,0,0,0,3,2105,2854,64,2087
2020/3/11,NH933,Tokyo / Narita (NRT/RJAA),Guangzhou / Canton-Baiyun (CAN/ZGGG),10:05:00,14:00:00,4:55:00,All Nippon Airways (NH/ANA),Boeing 787-8 (B788),,,0,0,0,3,2105,478,64,2087
2020/5/1,NO946,Milan / Malpensa (MXP/LIMC),Nanjing / Nanjing (NKG/ZSNJ),15:00:00,8:20:00,11:20:00,Neos (NO/NOS),Boeing 787-8 (B788),,,0,0,0,5,1983,2066,569,2087
2020/5/2,NO976,Milan / Malpensa (MXP/LIMC),Nanjing / Nanjing (NKG/ZSNJ),21:40:00,15:15:00,11:35:00,Neos (NO/NOS),Boeing 787-8 (B788),,,0,0,0,3,1983,2066,569,2087
2019/8/11,NZ289,Auckland / Mangere (AKL/NZAA),Shanghai / Pudong (PVG/ZSPD),23:00:00,7:15:00,12:15:00,Air New Zealand (NZ/ANZ),Boeing 787-9 (B789),,,0,0,0,1,93,3653,70,2088
